,Name,RA,Dec,Redshift,D_L [Mpc],log(LIR),LIR_unc x 1e11,AGNbol,AGNbol_unc,SFR [M$_{\odot}$],un-corr SFR [M$_{\odot}$],Supernova rate [yr$^{-1}$] ,un-corr Supernova rate [yr$^{-1}$] ,Flux(TeV) [GeV cm$^{-2}$ s$^{-1}$],Flux(TeV) no AGN [GeV cm$^{-2}$ s$^{-1}$],SigmaIR (x 10$^{10}$ ),R_70 (kpc)
222,ESO148-IG002,23h15m46.50s,-59d03m15.0s,0.0446,199.0,12.08,0.34,0.19,0.03,182.98,225.91,2.2269880010911813,2.7493679025817053,6.143652050751112e-12,7.584755618211249e-12,3.482,2.344205510117011
223,IC5298,23h16m00.65s,+25d33m23.8s,0.02742,119.0,11.63,0.071,0.33,0.05,54.59,81.47,0.6535934043225655,0.9755125437650234,5.042299348434585e-12,7.525819923036695e-12,25.386,0.5171457119448541
224,NGC7552,23h16m10.70s,-42d35m05.6s,0.00536,23.5,11.13,0.006,0.08,0.05,23.43,25.46,0.28380542024131883,0.3084841524362162,5.6143547156512736e-11,6.102559473533994e-11,,
225,NGC7591,23h18m16.24s,+06d35m08.9s,0.01653,71.4,11.13,0.041,0.09,0.02,23.41,25.73,0.2807205787169567,0.3084841524362162,6.015790643759122e-12,6.610758949185849e-12,10.613,0.4497705172078269
226,NGC7592a,23h18m22.06s,-04d24m57.2s,0.02444,106.0,10.87,0.02,0.2,0.06,11.26,14.07,0.13561972056082103,0.16952465070102626,1.318639259108482e-12,1.6482990738856026e-12,0.098,3.4697407605874964
227,NGC7592b,23h18m22.75s,-04d24m57.6s,0.02444,106.0,11.09,0.017,0.05,0.02,22.11,23.27,0.26727384625178185,0.2813408907913493,2.598720784433907e-12,2.7354955625620067e-12,0.162,3.4765826505808524
228,ESO077-IG014a,23h21m03.77s,-69d12m58.2s,0.04156,186.0,11.06,0.032,0.02,0.01,21.27,21.7,0.25731134439466197,0.2625625963210837,8.125459545299099e-13,8.291285250305207e-13,6.135,0.545761357477378
229,ESO077-IG014b,23h21m05.36s,-69d12m48.3s,0.04156,186.0,11.63,0.044,0.05,0.03,77.42,81.49,0.9267369165767722,0.9755125437650234,2.9264793367330467e-12,3.0805045649821544e-12,23.029,0.5429658632064847
230,NGC7674,23h27m56.68s,+08d46m43.7s,0.02892,125.0,11.42,0.179,0.74,0.07,12.92,49.68,0.15638900127206004,0.6014961587386926,1.0934553834417045e-12,4.205597628621941e-12,4.541,0.9601394513596091
231,NGC7679a,23h28m46.62s,+03d30m42.3s,0.01714,73.8,11.04,0.049,0.17,0.06,17.09,20.59,0.20811862626813382,0.2507453328531733,4.174583131284443e-12,5.029618230463185e-12,0.947,1.3574851153985987
232,IRASF23365+3604,23h39m01.29s,+36d21m08.7s,0.06448,287.0,12.23,0.209,0.05,0.02,303.35,319.32,3.689406117058508,3.8835853863773773,4.893364387335845e-12,5.150909881406153e-12,81.09,0.5773330443973103
233,MCG-01-60-022,23h42m00.88s,-03d36m53.9s,0.02324,100.0,11.17,0.216,0.08,0.06,25.58,27.81,0.31118645524185923,0.3382461470020209,3.399660681563936e-12,3.695283349526018e-12,2.038,1.074751292282674
234,IRAS23436+5257,23h46m05.50s,+53d13m59.8s,0.03413,149.0,11.59,0.134,0.12,0.03,64.78,73.61,0.7829166521803927,0.8896780138413556,3.852635130585633e-12,4.377994466574586e-12,2.996,1.4376036319728902
235,NGC7752b,23h46m58.50s,+29d27m32.1s,0.01708,73.6,10.75,0.2,0.08,0.06,9.71,10.56,0.11830979056153783,0.12859759843645413,2.3860522178833532e-12,2.5935350194384284e-12,0.404,1.4883990469603074
236,NGC7752a,23h47m04.69s,+29d29m04.8s,0.01708,73.6,10.08,0.044,0.16,0.05,1.92,2.29,0.02309469038168633,0.027493679025817057,4.657698821458868e-13,5.544879549355793e-13,0.64,0.5467893899747646
237,NGC7771c,23h51m03.88s,+20d09m00.7s,0.01427,61.2,10.84,0.068,0.16,0.04,10.87,12.94,0.13289607186058613,0.15820960935784065,3.876360744940242e-12,4.614715172547907e-12,,
239,NGC7771a,23h51m24.76s,+20d06m42.1s,0.01427,61.2,11.39,0.211,0.06,0.02,43.43,46.21,0.5276679444324099,0.5613488770557553,1.5391209668761694e-11,1.63736273071933e-11,5.226,0.8646201710295711
240,Mrk331,23h51m26.71s,+20d35m10.3s,0.01848,79.3,11.54,0.07,0.03,0.01,63.16,65.11,0.7691385735388822,0.7929263644730743,1.336205037690904e-11,1.3775309666916532e-11,21.769,0.5034899731565731
